State,District,Level,Name,TRU,No_HH_Head,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,,,,,
28,534,DISTRICT,Karimnagar,Rural,22598,92353,46204,46149,10108,5283,4825,40765,24120,16645,51588,22084,29504,50733,25300,25433,42086,22043,20043,14086,8482,5604,22322,10091,12231,1221,391,830,4457,3079,1378,8647,3257,5390,401,173,228,6945,2454,4491,256,88,168,1045,542,503,7143,2628,4515,324,130,194,5806,2011,3795,183,58,125,830,429,401,1504,629,875,77,43,34,1139,443,696,73,30,43,215,113,102,41620,20904,20716,,,,,
28,534,DISTRICT,Karimnagar,Urban,3410,14392,7291,7101,1656,851,805,8145,4700,3445,6247,2591,3656,5835,3611,2224,5125,3315,1810,79,51,28,875,470,405,331,121,210,3840,2673,1167,710,296,414,5,3,2,158,56,102,63,20,43,484,217,267,619,247,372,5,3,2,144,49,95,55,18,37,415,177,238,91,49,42,0,0,0,14,7,7,8,2,6,69,40,29,8557,3680,4877,,,,,
28,535,DISTRICT,Medak,Total,33358,168985,86574,82411,27877,14586,13291,63122,40976,22146,105863,45598,60265,85164,43151,42013,70634,37492,33142,28731,16606,12125,31850,13942,17908,1134,492,642,8919,6452,2467,14530,5659,8871,1152,585,567,11374,3995,7379,337,113,224,1667,966,701,12321,4658,7663,804,389,415,9878,3376,6502,282,95,187,1357,798,559,2209,1001,1208,348,196,152,1496,619,877,55,18,37,310,168,142,83821,43423,40398,,,,,
28,535,DISTRICT,Medak,Rural,30748,156801,80309,76492,26175,13744,12431,55510,36472,19038,101291,43837,57454,80876,40173,40703,67035,34906,32129,28551,16508,12043,31583,13809,17774,952,400,552,5949,4189,1760,13841,5267,8574,1140,577,563,11196,3898,7298,262,77,185,1243,715,528,11786,4353,7433,792,381,411,9803,3336,6467,213,62,151,978,574,404,2055,914,1141,348,196,152,1393,562,831,49,15,34,265,141,124,75925,40136,35789,,,,,
28,535,DISTRICT,Medak,Urban,2610,12184,6265,5919,1702,842,860,7612,4504,3108,4572,1761,2811,4288,2978,1310,3599,2586,1013,180,98,82,267,133,134,182,92,90,2970,2263,707,689,392,297,12,8,4,178,97,81,75,36,39,424,251,173,535,305,230,12,8,4,75,40,35,69,33,36,379,224,155,154,87,67,0,0,0,103,57,46,6,3,3,45,27,18,7896,3287,4609,,,,,
28,536,DISTRICT,Hyderabad,Total,10882,48937,25556,23381,6680,3663,3017,29300,16659,12641,19637,8897,10740,18195,12632,5563,13574,9978,3596,196,104,92,285,195,90,329,186,143,12764,9493,3271,4621,2654,1967,185,94,91,98,61,37,228,105,123,4110,2394,1716,4331,2485,1846,182,92,90,90,56,34,176,71,105,3883,2266,1617,290,169,121,3,2,1,8,5,3,52,34,18,227,128,99,30742,12924,17818,,,,,
28,536,DISTRICT,Hyderabad,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
28,536,DISTRICT,Hyderabad,Urban,10882,48937,25556,23381,6680,3663,3017,29300,16659,12641,19637,8897,10740,18195,12632,5563,13574,9978,3596,196,104,92,285,195,90,329,186,143,12764,9493,3271,4621,2654,1967,185,94,91,98,61,37,228,105,123,4110,2394,1716,4331,2485,1846,182,92,90,90,56,34,176,71,105,3883,2266,1617,290,169,121,3,2,1,8,5,3,52,34,18,227,128,99,30742,12924,17818,,,,,
28,537,DISTRICT,Rangareddy,Total,46906,218757,112768,105989,33072,17547,15525,104083,62588,41495,114674,50180,64494,99272,57010,42262,80793,49357,31436,21510,13954,7556,23860,9235,14625,2005,1250,755,33418,24918,8500,18479,7653,10826,1934,1035,899,8362,2415,5947,895,292,603,7288,3911,3377,15937,6624,9313,1610,849,761,7193,2069,5124,654,209,445,6480,3497,2983,2542,1029,1513,324,186,138,1169,346,823,241,83,158,808,414,394,119485,55758,63727,,,,,
28,537,DISTRICT,Rangareddy,Rural,26642,133890,68748,65142,20589,10954,9635,53005,33182,19823,80885,35566,45319,66851,34150,32701,54352,29612,24740,20986,13642,7344,22938,8659,14279,793,429,364,9635,6882,2753,12499,4538,7961,1813,980,833,7751,2123,5628,467,148,319,2468,1287,1181,10565,3815,6750,1493,796,697,6618,1796,4822,315,99,216,2139,1124,1015,1934,723,1211,320,184,136,1133,327,806,152,49,103,329,163,166,67039,34598,32441,,,,,
28,537,DISTRICT,Rangareddy,Urban,20264,84867,44020,40847,12483,6593,5890,51078,29406,21672,33789,14614,19175,32421,22860,9561,26441,19745,6696,524,312,212,922,576,346,1212,821,391,23783,18036,5747,5980,3115,2865,121,55,66,611,292,319,428,144,284,4820,2624,2196,5372,2809,2563,117,53,64,575,273,302,339,110,229,4341,2373,1968,608,306,302,4,2,2,36,19,17,89,34,55,479,251,228,52446,21160,31286,,,,,
28,538,DISTRICT,Mahbubnagar,Total,74859,364269,187035,177234,59200,31631,27569,129019,83464,45555,235250,103571,131679,190487,95506,94981,166482,86448,80034,67720,41219,26501,67372,24543,42829,2906,1461,1445,28484,19225,9259,24005,9058,14947,2286,1160,1126,16024,4896,11128,920,354,566,4775,2648,2127,21961,8174,13787,2031,1001,1030,14800,4452,10348,776,297,479,4354,2424,1930,2044,884,1160,255,159,96,1224,444,780,144,57,87,421,224,197,173782,91529,82253,,,,,
28,538,DISTRICT,Mahbubnagar,Rural,71326,345359,176540,168819,56748,30348,26400,117671,76134,41537,227688,100406,127282,183724,91442,92282,160647,82784,77863,67203,40881,26322,66363,24136,42227,2722,1370,1352,24359,16397,7962,23077,8658,14419,2249,1141,1108,15539,4721,10818,877,335,542,4412,2461,1951,21087,7799,13288,1996,983,1013,14332,4284,10048,742,282,460,4017,2250,1767,1990,859,1131,253,158,95,1207,437,770,135,53,82,395,211,184,161635,85098,76537,,,,,
28,538,DISTRICT,Mahbubnagar,Urban,3533,18910,10495,8415,2452,1283,1169,11348,7330,4018,7562,3165,4397,6763,4064,2699,5835,3664,2171,517,338,179,1009,407,602,184,91,93,4125,2828,1297,928,400,528,37,19,18,485,175,310,43,19,24,363,187,176,874,375,499,35,18,17,468,168,300,34,15,19,337,174,163,54,25,29,2,1,1,17,7,10,9,4,5,26,13,13,12147,6431,5716,,,,,
28,539,DISTRICT,Nalgonda,Total,92443,394279,203876,190403,53169,28875,24294,164003,104938,59065,230276,98938,131338,212019,107648,104371,180454,97218,83236,51889,34678,17211,102372,43246,59126,2130,1082,1048,24063,18212,5851,31565,10430,21135,2515,949,1566,24099,6839,17260,686,241,445,4265,2401,1864,26732,8548,18184,2062,683,1379,20775,5742,15033,523,187,336,3372,1936,1436,4833,1882,2951,453,266,187,3324,1097,2227,163,54,109,893,465,428,182260,96228,86032,,,,,
28,539,DISTRICT,Nalgonda,Rural,86632,366300,189061,177239,49868,27132,22736,146256,94200,52056,220044,94861,125183,202543,101664,100879,172228,91744,80484,51294,34262,17032,100990,42704,58286,1915,967,948,18029,13811,4218,30315,9920,20395,2476,920,1556,23631,6674,16957,596,219,377,3612,2107,1505,25788,8165,17623,2041,672,1369,20413,5614,14799,465,170,295,2869,1709,1160,4527,1755,2772,435,248,187,3218,1060,2158,131,49,82,743,398,345,163757,87397,76360,,,,,
28,539,DISTRICT,Nalgonda,Urban,5811,27979,14815,13164,3301,1743,1558,17747,10738,7009,10232,4077,6155,9476,5984,3492,8226,5474,2752,595,416,179,1382,542,840,215,115,100,6034,4401,1633,1250,510,740,39,29,10,468,165,303,90,22,68,653,294,359,944,383,561,21,11,10,362,128,234,58,17,41,503,227,276,306,127,179,18,18,0,106,37,69,32,5,27,150,67,83,18503,8831,9672,,,,,
28,540,DISTRICT,Warangal,Total,127079,530656,268976,261680,62246,33095,29151,226954,136361,90593,303702,132615,171087,288383,146067,142316,245877,131942,113935,111405,69467,41938,107598,43148,64450,1944,975,969,24930,18352,6578,42506,14125,28381,5055,2461,2594,31891,8839,23052,681,238,443,4879,2587,2292,37936,12378,25558,4326,2098,2228,28862,7820,21042,490,170,320,4258,2290,1968,4570,1747,2823,729,363,366,3029,1019,2010,191,68,123,621,297,324,242273,122909,119364,,,,,
28,540,DISTRICT,Warangal,Rural,117004,486034,246028,240006,57357,30494,26863,200145,120762,79383,285889,125266,160623,271617,135493,136124,231413,122316,109097,110668,68947,41721,104277,41807,62470,1502,723,779,14966,10839,4127,40204,13177,27027,5022,2445,2577,31128,8682,22446,583,207,376,3471,1843,1628,35911,11530,24381,4299,2085,2214,28171,7674,20497,413,143,270,3028,1628,1400,4293,1647,2646,723,360,363,2957,1008,1949,170,64,106,443,215,228,214417,110535,103882,,,,,
28,540,DISTRICT,Warangal,Urban,10075,44622,22948,21674,4889,2601,2288,26809,15599,11210,17813,7349,10464,16766,10574,6192,14464,9626,4838,737,520,217,3321,1341,1980,442,252,190,9964,7513,2451,2302,948,1354,33,16,17,763,157,606,98,31,67,1408,744,664,2025,848,1177,27,13,14,691,146,545,77,27,50,1230,662,568,277,100,177,6,3,3,72,11,61,21,4,17,178,82,96,27856,12374,15482,,,,,
28,541,DISTRICT,Khammam,Total,195999,765565,378532,387033,84339,43005,41334,351467,200493,150974,414098,178039,236059,433976,220219,213757,358922,192187,166735,98071,63189,34882,224041,103449,120592,2348,1245,1103,34462,24304,10158,75054,28032,47022,6829,3114,3715,59281,20686,38595,1263,415,848,7681,3817,3864,65092,24046,41046,5940,2694,3246,52032,17908,34124,952,285,667,6168,3159,3009,9962,3986,5976,889,420,469,7249,2778,4471,311,130,181,1513,658,855,331589,158313,173276,,,,,
28,541,DISTRICT,Khammam,Rural,182383,709904,352019,357885,78247,39893,38354,317882,182615,135267,392022,169404,222618,411629,206341,205288,341043,180440,160603,97400,62726,34674,218494,100752,117742,2081,1082,999,23068,15880,7188,70586,25901,44685,6793,3093,3700,56806,19640,37166,1181,378,803,5806,2790,3016,61416,22269,39147,5908,2676,3232,50014,17059,32955,898,264,634,4596,2270,2326,9170,3632,5538,885,417,468,6792,2581,4211,283,114,169,1210,520,690,298275,145678,152597,,,,,
28,541,DISTRICT,Khammam,Urban,13616,55661,26513,29148,6092,3112,2980,33585,17878,15707,22076,8635,13441,22347,13878,8469,17879,11747,6132,671,463,208,5547,2697,2850,267,163,104,11394,8424,2970,4468,2131,2337,36,21,15,2475,1046,1429,82,37,45,1875,1027,848,3676,1777,1899,32,18,14,2018,849,1169,54,21,33,1572,889,683,792,354,438,4,3,1,457,197,260,28,16,12,303,138,165,33314,12635,20679,,,,,
28,542,DISTRICT,Srikakulam,Total,39112,166118,81382,84736,18379,9319,9060,78835,45731,33104,87283,35651,51632,90754,46004,44750,56489,32059,24430,6988,4744,2244,42330,22596,19734,589,305,284,6582,4414,2168,34265,13945,20320,830,366,464,29339,11637,17702,615,253,362,3481,1689,1792,28245,11650,16595,757,334,423,24515,9841,14674,471,201,270,2502,1274,1228,6020,2295,3725,73,32,41,4824,1796,3028,144,52,92,979,415,564,75364,35378,39986,,,,,
28,542,DISTRICT,Srikakulam,Rural,37940,160438,78438,82000,17775,9010,8765,74987,43517,31470,85451,34921,50530,88820,44787,44033,54819,30967,23852,6977,4735,2242,41743,22281,19462,531,279,252,5568,3672,1896,34001,13820,20181,830,366,464,29247,11619,17628,595,238,357,3329,1597,1732,28036,11549,16487,757,334,423,24435,9825,14610,455,187,268,2389,1203,1186,5965,2271,3694,73,32,41,4812,1794,3018,140,51,89,940,394,546,71618,33651,37967,,,,,
28,542,DISTRICT,Srikakulam,Urban,1172,5680,2944,2736,604,309,295,3848,2214,1634,1832,730,1102,1934,1217,717,1670,1092,578,11,9,2,587,315,272,58,26,32,1014,742,272,264,125,139,0,0,0,92,18,74,20,15,5,152,92,60,209,101,108,0,0,0,80,16,64,16,14,2,113,71,42,55,24,31,0,0,0,12,2,10,4,1,3,39,21,18,3746,1727,2019,,,,,
28,543,DISTRICT,Vizianagaram,Total,54680,235556,114687,120869,27926,13893,14033,96700,55631,41069,138856,59056,79800,133562,67482,66080,98009,53301,44708,12949,8090,4859,73463,37792,35671,1878,1136,742,9719,6283,3436,35553,14181,21372,1731,915,816,30074,11495,18579,692,306,386,3056,1465,1591,31212,12563,18649,1470,752,718,26628,10337,16291,596,266,330,2518,1208,1310,4341,1618,2723,261,163,98,3446,1158,2288,96,40,56,538,257,281,101994,47205,54789,,,,,
28,543,DISTRICT,Vizianagaram,Rural,52847,226130,110300,115830,27105,13478,13627,90099,52419,37680,136031,57881,78150,130816,65645,65171,95507,51578,43929,12913,8060,4853,73141,37623,35518,1523,912,611,7930,4983,2947,35309,14067,21242,1728,913,815,30021,11470,18551,660,295,365,2900,1389,1511,31013,12466,18547,1467,750,717,26581,10314,16267,568,255,313,2397,1147,1250,4296,1601,2695,261,163,98,3440,1156,2284,92,40,52,503,242,261,95314,44655,50659,,,,,
28,543,DISTRICT,Vizianagaram,Urban,1833,9426,4387,5039,821,415,406,6601,3212,3389,2825,1175,1650,2746,1837,909,2502,1723,779,36,30,6,322,169,153,355,224,131,1789,1300,489,244,114,130,3,2,1,53,25,28,32,11,21,156,76,80,199,97,102,3,2,1,47,23,24,28,11,17,121,61,60,45,17,28,0,0,0,6,2,4,4,0,4,35,15,20,6680,2550,4130,,,,,
28,544,DISTRICT,Visakhapatnam,Total,150308,618500,302905,315595,80446,40177,40269,241582,146129,95453,376918,156776,220142,359897,181302,178595,248972,136769,112203,138637,82039,56598,80635,37388,43247,5037,2037,3000,24663,15305,9358,110925,44533,66392,18582,7916,10666,71125,27487,43638,3653,1078,2575,17565,8052,9513,93303,36971,56332,15354,6069,9285,60115,23097,37018,2810,773,2037,15024,7032,7992,17622,7562,10060,3228,1847,1381,11010,4390,6620,843,305,538,2541,1020,1521,258603,121603,137000,,,,,
28,544,DISTRICT,Visakhapatnam,Rural,141868,579968,282244,297724,76559,38136,38423,213863,129832,84031,366105,152412,213693,347030,172337,174693,238267,128950,109317,138420,81896,56524,79838,36935,42903,4438,1711,2727,15571,8408,7163,108763,43387,65376,18513,7880,10633,70906,27384,43522,3542,1030,2512,15802,7093,8709,91450,35988,55462,15286,6033,9253,59961,23020,36941,2725,739,1986,13478,6196,7282,17313,7399,9914,3227,1847,1380,10945,4364,6581,817,291,526,2324,897,1427,232938,109907,123031,,,,,
28,544,DISTRICT,Visakhapatnam,Urban,8440,38532,20661,17871,3887,2041,1846,27719,16297,11422,10813,4364,6449,12867,8965,3902,10705,7819,2886,217,143,74,797,453,344,599,326,273,9092,6897,2195,2162,1146,1016,69,36,33,219,103,116,111,48,63,1763,959,804,1853,983,870,68,36,32,154,77,77,85,34,51,1546,836,710,309,163,146,1,0,1,65,26,39,26,14,12,217,123,94,25665,11696,13969,,,,,
28,545,DISTRICT,East Godavari,Total,57663,213195,104422,108773,25513,12723,12790,101638,54850,46788,111557,49572,61985,121481,64422,57059,89071,50781,38290,22183,13440,8743,55092,29539,25553,754,453,301,11042,7349,3693,32410,13641,18769,1094,562,532,27642,11293,16349,365,157,208,3309,1629,1680,27627,11719,15908,887,464,423,23657,9752,13905,265,115,150,2818,1388,1430,4783,1922,2861,207,98,109,3985,1541,2444,100,42,58,491,241,250,91714,40000,51714,,,,,
28,545,DISTRICT,East Godavari,Rural,54327,198698,96988,101710,23917,11907,12010,91773,49477,42296,106925,47511,59414,116619,61110,55509,84903,47876,37027,22149,13410,8739,54040,28886,25154,708,427,281,8006,5153,2853,31716,13234,18482,1090,558,532,27424,11168,16256,345,144,201,2857,1364,1493,26987,11341,15646,883,460,423,23448,9630,13818,246,102,144,2410,1149,1261,4729,1893,2836,207,98,109,3976,1538,2438,99,42,57,447,215,232,82079,35878,46201,,,,,
28,545,DISTRICT,East Godavari,Urban,3336,14497,7434,7063,1596,816,780,9865,5373,4492,4632,2061,2571,4862,3312,1550,4168,2905,1263,34,30,4,1052,653,399,46,26,20,3036,2196,840,694,407,287,4,4,0,218,125,93,20,13,7,452,265,187,640,378,262,4,4,0,209,122,87,19,13,6,408,239,169,54,29,25,0,0,0,9,3,6,1,0,1,44,26,18,9635,4122,5513,,,,,
28,546,DISTRICT,West Godavari,Total,29212,109072,53367,55705,12724,6447,6277,54968,28726,26242,54104,24641,29463,61890,32703,29187,52352,28560,23792,3804,2539,1265,39899,20341,19558,668,400,268,7981,5280,2701,9538,4143,5395,131,57,74,7589,3147,4442,263,89,174,1555,850,705,8470,3768,4702,107,49,58,6879,2950,3929,189,66,123,1295,703,592,1068,375,693,24,8,16,710,197,513,74,23,51,260,147,113,47182,20664,26518,,,,,
28,546,DISTRICT,West Godavari,Rural,26900,99659,48661,50998,11470,5792,5678,50194,26211,23983,49465,22450,27015,57985,30139,27846,49217,26401,22816,3791,2529,1262,39220,19920,19300,593,344,249,5613,3608,2005,8768,3738,5030,127,55,72,7408,3067,4341,216,74,142,1017,542,475,7878,3454,4424,103,47,56,6757,2891,3866,154,57,97,864,459,405,890,284,606,24,8,16,651,176,475,62,17,45,153,83,70,41674,18522,23152,,,,,
28,546,DISTRICT,West Godavari,Urban,2312,9413,4706,4707,1254,655,599,4774,2515,2259,4639,2191,2448,3905,2564,1341,3135,2159,976,13,10,3,679,421,258,75,56,19,2368,1672,696,770,405,365,4,2,2,181,80,101,47,15,32,538,308,230,592,314,278,4,2,2,122,59,63,35,9,26,431,244,187,178,91,87,0,0,0,59,21,38,12,6,6,107,64,43,5508,2142,3366,,,,,
28,547,DISTRICT,Krishna,Total,34423,132464,66734,65730,16687,8590,8097,62162,35510,26652,70302,31224,39078,68407,37531,30876,57209,33256,23953,1854,1386,468,36857,18873,17984,1142,625,517,17356,12372,4984,11198,4275,6923,160,61,99,7736,2432,5304,218,99,119,3084,1683,1401,10014,3842,6172,150,59,91,6983,2234,4749,175,78,97,2706,1471,1235,1184,433,751,10,2,8,753,198,555,43,21,22,378,212,166,64057,29203,34854,,,,,
28,547,DISTRICT,Krishna,Rural,24193,93915,47291,46624,11959,6172,5787,40595,23594,17001,53320,23697,29623,51983,26927,25056,43168,23855,19313,1742,1314,428,33596,17170,16426,830,450,380,7000,4921,2079,8815,3072,5743,136,50,86,7370,2299,5071,154,69,85,1155,654,501,7940,2809,5131,127,49,78,6651,2115,4536,124,55,69,1038,590,448,875,263,612,9,1,8,719,184,535,30,14,16,117,64,53,41932,20364,21568,,,,,
28,547,DISTRICT,Krishna,Urban,10230,38549,19443,19106,4728,2418,2310,21567,11916,9651,16982,7527,9455,16424,10604,5820,14041,9401,4640,112,72,40,3261,1703,1558,312,175,137,10356,7451,2905,2383,1203,1180,24,11,13,366,133,233,64,30,34,1929,1029,900,2074,1033,1041,23,10,13,332,119,213,51,23,28,1668,881,787,309,170,139,1,1,0,34,14,20,13,7,6,261,148,113,22125,8839,13286,,,,,
28,548,DISTRICT,Guntur,Total,63445,247089,125105,121984,33921,17503,16418,99018,59459,39559,148071,65646,82425,138669,73527,65142,120613,66311,54302,8410,5592,2818,85938,42560,43378,1268,727,541,24997,17432,7565,18056,7216,10840,370,156,214,13596,4994,8602,296,125,171,3794,1941,1853,15794,6236,9558,318,132,186,12089,4390,7699,234,101,133,3153,1613,1540,2262,980,1282,52,24,28,1507,604,903,62,24,38,641,328,313,108420,51578,56842,,,,,
28,548,DISTRICT,Guntur,Rural,49582,190905,96911,93994,26494,13730,12764,71744,43795,27949,119161,53116,66045,113051,58012,55039,98412,52318,46094,8288,5491,2797,79255,39136,40119,838,469,369,10031,7222,2809,14639,5694,8945,354,143,211,12386,4524,7862,223,103,120,1676,924,752,12900,4920,7980,304,121,183,11039,3979,7060,173,79,94,1384,741,643,1739,774,965,50,22,28,1347,545,802,50,24,26,292,183,109,77854,38899,38955,,,,,
28,548,DISTRICT,Guntur,Urban,13863,56184,28194,27990,7427,3773,3654,27274,15664,11610,28910,12530,16380,25618,15515,10103,22201,13993,8208,122,101,21,6683,3424,3259,430,258,172,14966,10210,4756,3417,1522,1895,16,13,3,1210,470,740,73,22,51,2118,1017,1101,2894,1316,1578,14,11,3,1050,411,639,61,22,39,1769,872,897,523,206,317,2,2,0,160,59,101,12,0,12,349,145,204,30566,12679,17887,,,,,
28,549,DISTRICT,Prakasam,Total,37387,151145,76677,74468,21873,11269,10604,60915,35111,25804,90230,41566,48664,82532,44703,37829,66876,37995,28881,2841,1905,936,43914,22646,21268,1052,578,474,19069,12866,6203,15656,6708,8948,197,85,112,10590,4058,6532,449,211,238,4420,2354,2066,13634,5871,7763,176,79,97,9294,3594,5700,399,193,206,3765,2005,1760,2022,837,1185,21,6,15,1296,464,832,50,18,32,655,349,306,68613,31974,36639,,,,,
28,549,DISTRICT,Prakasam,Rural,30826,124386,63386,61000,18266,9428,8838,48086,28038,20048,76300,35348,40952,70463,37312,33151,56760,31511,25249,2779,1855,924,41355,21243,20112,848,466,382,11778,7947,3831,13703,5801,7902,186,81,105,10169,3879,6290,363,179,184,2985,1662,1323,11933,5064,6869,165,75,90,8909,3428,5481,328,165,163,2531,1396,1135,1770,737,1033,21,6,15,1260,451,809,35,14,21,454,266,188,53923,26074,27849,,,,,
28,549,DISTRICT,Prakasam,Urban,6561,26759,13291,13468,3607,1841,1766,12829,7073,5756,13930,6218,7712,12069,7391,4678,10116,6484,3632,62,50,12,2559,1403,1156,204,112,92,7291,4919,2372,1953,907,1046,11,4,7,421,179,242,86,32,54,1435,692,743,1701,807,894,11,4,7,385,166,219,71,28,43,1234,609,625,252,100,152,0,0,0,36,13,23,15,4,11,201,83,118,14690,5900,8790,,,,,
28,550,DISTRICT,Sri Potti Sriramulu Nellore,Total,78642,285997,145168,140829,37275,19368,17907,106411,58051,48360,179586,87117,92469,158821,90367,68454,122842,75190,47652,2201,1733,468,91913,53693,38220,2041,1119,922,26687,18645,8042,35979,15177,20802,381,175,206,30298,12040,18258,459,202,257,4841,2760,2081,30816,13299,17517,322,148,174,26185,10734,15451,368,159,209,3941,2258,1683,5163,1878,3285,59,27,32,4113,1306,2807,91,43,48,900,502,398,127176,54801,72375,,,,,
28,550,DISTRICT,Sri Potti Sriramulu Nellore,Rural,67439,240972,122388,118584,32162,16664,15498,84547,46005,38542,156425,76383,80042,139817,77629,62188,106232,63741,42491,2122,1665,457,87547,50950,36597,1623,887,736,14940,10239,4701,33585,13888,19697,355,160,195,29738,11791,17947,361,143,218,3131,1794,1337,28828,12239,16589,296,133,163,25700,10509,15191,307,121,186,2525,1476,1049,4757,1649,3108,59,27,32,4038,1282,2756,54,22,32,606,318,288,101155,44759,56396,,,,,
28,550,DISTRICT,Sri Potti Sriramulu Nellore,Urban,11203,45025,22780,22245,5113,2704,2409,21864,12046,9818,23161,10734,12427,19004,12738,6266,16610,11449,5161,79,68,11,4366,2743,1623,418,232,186,11747,8406,3341,2394,1289,1105,26,15,11,560,249,311,98,59,39,1710,966,744,1988,1060,928,26,15,11,485,225,260,61,38,23,1416,782,634,406,229,177,0,0,0,75,24,51,37,21,16,294,184,110,26021,10042,15979,,,,,
28,551,DISTRICT,Y.S.R.,Total,19138,75886,38571,37315,10997,5684,5313,31642,18875,12767,44244,19696,24548,38844,21944,16900,31485,18722,12763,1977,1421,556,18015,9631,8384,1993,1037,956,9500,6633,2867,7359,3222,4137,234,100,134,4625,1893,2732,489,177,312,2011,1052,959,5766,2488,3278,156,63,93,3611,1435,2176,415,153,262,1584,837,747,1593,734,859,78,37,41,1014,458,556,74,24,50,427,215,212,37042,16627,20415,,,,,
28,551,DISTRICT,Y.S.R.,Rural,14957,58181,29754,28427,8394,4375,4019,22728,13772,8956,35453,15982,19471,31416,17203,14213,25608,14785,10823,1905,1364,541,16627,8803,7824,1466,782,684,5610,3836,1774,5808,2418,3390,229,99,130,4034,1614,2420,393,129,264,1152,576,576,4479,1819,2660,151,62,89,3128,1206,1922,327,109,218,873,442,431,1329,599,730,78,37,41,906,408,498,66,20,46,279,134,145,26765,12551,14214,,,,,
28,551,DISTRICT,Y.S.R.,Urban,4181,17705,8817,8888,2603,1309,1294,8914,5103,3811,8791,3714,5077,7428,4741,2687,5877,3937,1940,72,57,15,1388,828,560,527,255,272,3890,2797,1093,1551,804,747,5,1,4,591,279,312,96,48,48,859,476,383,1287,669,618,5,1,4,483,229,254,88,44,44,711,395,316,264,135,129,0,0,0,108,50,58,8,4,4,148,81,67,10277,4076,6201,,,,,
28,552,DISTRICT,Kurnool,Total,18105,82831,42052,40779,11475,5946,5529,39272,23552,15720,43559,18500,25059,40767,21602,19165,35819,19625,16194,3480,2147,1333,18274,8917,9357,4091,1974,2117,9974,6587,3387,4948,1977,2971,291,121,170,2404,868,1536,557,169,388,1696,819,877,4343,1721,2622,244,96,148,2208,797,1411,467,137,330,1424,691,733,605,256,349,47,25,22,196,71,125,90,32,58,272,128,144,42064,20450,21614,,,,,
28,552,DISTRICT,Kurnool,Rural,14434,64735,32573,32162,9101,4714,4387,28911,17187,11724,35824,15386,20438,33601,17258,16343,29611,15671,13940,3421,2109,1312,17690,8596,9094,2870,1342,1528,5630,3624,2006,3990,1587,2403,274,113,161,2317,832,1485,326,126,200,1073,516,557,3500,1387,2113,229,90,139,2133,769,1364,278,106,172,860,422,438,490,200,290,45,23,22,184,63,121,48,20,28,213,94,119,31134,15315,15819,,,,,
